103.73    	1.41    	0.824    
109.0    	1.716    	0.81    
118.0    	1.567    	1.11    
120.0    	2.048    	0.925    
125.0    	2.292    	0.236    
130.5    	2.092    	0.056    
131.9    	2.047    	0.043    
134.8    	1.969    	0.0271    
140.9    	1.85    	0.0132    
146.0    	1.783    	0.00557    
150.0    	1.747    	0.0014    
160.0    	1.676    	5.0e-6 
200.0    	1.543    	0.0    
250.0    	1.508    	0.0    
300.0    	1.487    	0.0    
350.0    	1.477    	0.0    
400.0    	1.469    	0.0    
500.0    	1.4618    	0.0    
590.0    	1.458    	0.0    
650.0    	1.456    	0.0    
700.0    	1.455    	0.0    
850.0    	1.452    	0.0    
1000.0    	1.45    	0.0    
1530.0    	1.444    	0.0    
2000.0    	1.437    	0.0    
2500.0    	1.431    	0.0    
3200.0    	1.4131    	0.0    
3500.0    	1.4056    	0.0    
3630.0    	1.402    	2.3e-5 
4000.0    	1.392    	5.8e-5 
4160.0    	1.383    	1.07e-4 
4500.0    	1.367    	2.56e-4 
4750.0    	1.355    	4.85e-4 
5000.0    	1.342    	0.002    
5550.0    	1.306    	0.00563    
6250.0    	1.239    	0.00652    
6450.0    	1.212    	0.00657    
7000.0    	1.084    	0.0095    
7500.0    	0.8897    	0.024    
7700.0    	0.7719    	0.04    
8080.0    	0.4113    	0.323    
8540.0    	0.4656    	0.979    
9000.0    	0.5846    	2.27    
10000.0    	2.694    	0.509    
11000.0    	1.869    	0.506    
12000.0    	1.615    	0.267    
14000.0    	1.643    	0.24    
16000.0    	1.502    	0.202    
17900.0    	1.337    	0.298    
20000.0    	0.6615    	0.822    
22700.0    	2.936    	1.29    
25000.0    	2.739    	0.397    
30700.0    	2.286    	0.18    
40400.0    	2.1    	0.014    
